# Dachlatten
Wood KVH,50x30,R,50,30
Wood KVH,60x40,R,60,40

# Sparren
Wood KVH,60x120,R,60,120
Wood KVH,80x160,R,80,160

# Balken 120
Wood KVH,120x120,R,120,120
Wood KVH,120x140,R,120,140
Wood KVH,120x160,R,120,160

# Balken 140
Wood KVH,140x140,R,140,140
Wood KVH,140x160,R,140,160
Wood KVH,140x180,R,140,180
Wood KVH,140x200,R,140,200
